segment_id	audio_filepath	duration	snr_db	vad_ratio	text_raw	text_clean	word_count	speaker_id
waxal_asr_3a76a1af8f8643b69e7f55e01fecf34c	data/fulfulde_run/audio/waxal_asr_3a76a1af8f8643b69e7f55e01fecf34c.wav	2.934	34.67	0.93	Dugusaare ɓesni, ngaron, ngaron	dugusaare ɓesni ngaron ngaron	4	unknown
waxal_asr_ce051fca25684b6e89529f9ce5241bdb	data/fulfulde_run/audio/waxal_asr_ce051fca25684b6e89529f9ce5241bdb.wav	5.423	52.67	0.78	On nanngaay yam, on nanngaay yam, on nanngi ɗaɗol, o nanngi ɗaɗol.	on nanngaay yam on nanngaay yam on nanngi ɗaɗol o nanngi ɗaɗol	12	unknown
waxal_asr_2a9d8a74944c41a6bf6ebf2eeeb054b8	data/fulfulde_run/audio/waxal_asr_2a9d8a74944c41a6bf6ebf2eeeb054b8.wav	11.088	49.26	0.7	Jam, ɗum jooɗi, ɗum duuri, ɗum duuri o wii yoo ɓuudi ɓuuti mo, oo ɗoo wara tuppana mo.	jam ɗum jooɗi ɗum duuri ɗum duuri o wii yoo ɓuudi ɓuuti mo oo ɗoo wara tuppana mo	18	unknown
waxal_asr_6d79d7551cb14f2a884dd8f5347991a0	data/fulfulde_run/audio/waxal_asr_6d79d7551cb14f2a884dd8f5347991a0.wav	11.906	46.12	0.79	fahinta ɓe mbi’ata : naa to o debbo kam, naa o yiɗi haako wosaaho, ngaɗe wosaaho woɗko boo njaaron.	fahinta ɓe mbi ata naa to o debbo kam naa o yiɗi haako wosaaho ngaɗe wosaaho woɗko boo njaaron	19	unknown
waxal_asr_2806bdb972d940599e60251f77d27291	data/fulfulde_run/audio/waxal_asr_2806bdb972d940599e60251f77d27291.wav	7.577	28.11	0.92	o wii : to on njehi nii, njehon mbi’on mo yoo to o yiɗi o wara o jaɓa bee hoore maako.	o wii to on njehi nii njehon mbi on mo yoo to o yiɗi o wara o jaɓa bee hoore maako	21	unknown
waxal_asr_b6baaa37929e4d9cb4db75bb5b176d7d	data/fulfulde_run/audio/waxal_asr_b6baaa37929e4d9cb4db75bb5b176d7d.wav	3.18	49.17	0.79	Baaba maako wii yoo bisimilla.	baaba maako wii yoo bisimilla	5	unknown
waxal_asr_cb9a46800d2148118b37a92ed651e6da	data/fulfulde_run/audio/waxal_asr_cb9a46800d2148118b37a92ed651e6da.wav	3.606	48.59	0.74	mo yamnde e tiinde Daari-Bano;	mo yamnde e tiinde daari-bano	5	unknown
waxal_asr_9044090e237644cdb1c2b3adaa2767f5	data/fulfulde_run/audio/waxal_asr_9044090e237644cdb1c2b3adaa2767f5.wav	2.713	48.55	0.83	kecco dayɗo mi jali ma.	kecco dayɗo mi jali ma	5	unknown
waxal_asr_ec869595261642a1a6b370caf636d6a2	data/fulfulde_run/audio/waxal_asr_ec869595261642a1a6b370caf636d6a2.wav	3.024	43.9	0.87	sinaa acca mo haa o yamɗita,	sinaa acca mo haa o yamɗita	6	unknown
waxal_asr_8ce559e6144a4e5dbf4eceed7469b12d	data/fulfulde_run/audio/waxal_asr_8ce559e6144a4e5dbf4eceed7469b12d.wav	16.461	50.55	0.82	Ɗi paandake haa ɗi ɓaŋti baabawa man, ɓaŋti haa faɗɗa, jam, mbarooga faawtoyake, ngaye fuu ɓiira, ngaye fuu ɗon saara haa ɗi ndilli caka cak ladde;	ɗi paandake haa ɗi ɓaŋti baabawa man ɓaŋti haa faɗɗa jam mbarooga faawtoyake ngaye fuu ɓiira ngaye fuu ɗon saara haa ɗi ndilli caka cak ladde	26	unknown
waxal_asr_e6f49c79ede141cab9113ab69999b1ac	data/fulfulde_run/audio/waxal_asr_e6f49c79ede141cab9113ab69999b1ac.wav	5.901	34.25	0.91	suka njaalta mi njala mi, gorko goo wi’a mo yoo : rewre mi jali ma;	suka njaalta mi njala mi gorko goo wi a mo yoo rewre mi jali ma	15	unknown
waxal_asr_41e37041f62249a9942e7dacf49a4298	data/fulfulde_run/audio/waxal_asr_41e37041f62249a9942e7dacf49a4298.wav	9.75	48.36	0.83	O nasta suudu dow ɓinngel goo, o wi’a yoo : to mi defi ma ɓelle sunya, to mi juɗi ma ɓelle njoorto.	o nasta suudu dow ɓinngel goo o wi a yoo to mi defi ma ɓelle sunya to mi juɗi ma ɓelle njoorto	22	unknown
waxal_asr_8881466e4a9c460fb5ca9937a48f38ad	data/fulfulde_run/audio/waxal_asr_8881466e4a9c460fb5ca9937a48f38ad.wav	10.464	54.37	0.78	ɗi njogi laawol, o tokki purtup, purtup, purtup ɗi ɗon ngara ni nder ladde. Ɗi ɗon ngara nii, o ɗon nodda nii :	ɗi njogi laawol o tokki purtup purtup purtup ɗi ɗon ngara ni nder ladde ɗi ɗon ngara nii o ɗon nodda nii	22	unknown
waxal_asr_550d8e5d30c44578a8d2fbcf2aeef3f1	data/fulfulde_run/audio/waxal_asr_550d8e5d30c44578a8d2fbcf2aeef3f1.wav	3.66	45.14	0.82	puɗɗan mi yimango ma, o wii : booɗɗum,	puɗɗan mi yimango ma o wii booɗɗum	7	unknown
waxal_asr_1ff6790fc3a648eda296639ee2616b0c	data/fulfulde_run/audio/waxal_asr_1ff6790fc3a648eda296639ee2616b0c.wav	11.021	44.79	0.87	ee mi weli  mi heɓi ɓinngel, ee mi weli mi heɓi baaba, ee mi weeli mi heɓi ɓinngel, ee mi weli mi heɓi baaba ;	ee mi weli mi heɓi ɓinngel ee mi weli mi heɓi baaba ee mi weeli mi heɓi ɓinngel ee mi weli mi heɓi baaba	24	unknown
waxal_asr_db835faf879e4e00bd26943c6babb500	data/fulfulde_run/audio/waxal_asr_db835faf879e4e00bd26943c6babb500.wav	8.539	47.14	0.81	Suy, ooɗo waɗi reedu, oo boo waɗi reedu, tokki, tokki ɓe ɗon njooɗi, ɓe ɗon njooɗi,	suy ooɗo waɗi reedu oo boo waɗi reedu tokki tokki ɓe ɗon njooɗi ɓe ɗon njooɗi	16	unknown
waxal_asr_f7ed3ed59a9b4f669e11897fb878e25a	data/fulfulde_run/audio/waxal_asr_f7ed3ed59a9b4f669e11897fb878e25a.wav	3.79	45.11	0.82	ayyee! ɓeye bee ɓeye uwi ngel?	ayyee ɓeye bee ɓeye uwi ngel	6	unknown
waxal_asr_3a9dce44fa594e3794f59cad92600631	data/fulfulde_run/audio/waxal_asr_3a9dce44fa594e3794f59cad92600631.wav	10.548	47.91	0.74	Ɓe koo’i yolobri ɓe ndufani ɗi, puru ɓalwa-koppi timmini mudooje jeeɗiɗi, luttuɗi timminaay.	ɓe koo i yolobri ɓe ndufani ɗi puru ɓalwa-koppi timmini mudooje jeeɗiɗi luttuɗi timminaay	14	unknown
waxal_asr_ab312faca80b436d9479d8d172562996	data/fulfulde_run/audio/waxal_asr_ab312faca80b436d9479d8d172562996.wav	24.675	50.97	0.78	Jam, yaadikko goo wari ɗoofi waato ɗaɗi goo itti cottini, wiɗi lesdi man fuu, ɗoofi ɗaɗol goo fuu sakkini, jam ɓe kuucidi, janngo weeti fajira o hoo’I nyorowɗe o hokki mo, o tokki laawol, o yehi, o faandi winnde dundeehi	jam yaadikko goo wari ɗoofi waato ɗaɗi goo itti cottini wiɗi lesdi man fuu ɗoofi ɗaɗol goo fuu sakkini jam ɓe kuucidi janngo weeti fajira o hoo i nyorowɗe o hokki mo o tokki laawol o yehi o faandi winnde dundeehi	41	unknown
waxal_asr_5b82de4dec9c4e0abe146239f6f1ddc2	data/fulfulde_run/audio/waxal_asr_5b82de4dec9c4e0abe146239f6f1ddc2.wav	5.126	39.48	0.88	Jam, gorko goo wi’ata mo yoo : rewre mi jali ma;	jam gorko goo wi ata mo yoo rewre mi jali ma	11	unknown
waxal_asr_69e3bfc86a17488a825e3720ab6ad31a	data/fulfulde_run/audio/waxal_asr_69e3bfc86a17488a825e3720ab6ad31a.wav	8.76	38.17	0.91	Ɓe koo’oyi budurwa ɓe ngaddani mo, budurwa goo, maccuɗo goo yehi nanngi ɗum junngo.	ɓe koo oyi budurwa ɓe ngaddani mo budurwa goo maccuɗo goo yehi nanngi ɗum junngo	15	unknown
waxal_asr_53800bfc9a894760b9f76e9fca8a9899	data/fulfulde_run/audio/waxal_asr_53800bfc9a894760b9f76e9fca8a9899.wav	6.794	52.22	0.81	Ngel wari ngel tawi colel goo ɗon suɓta kaa’e moɗa har harde.	ngel wari ngel tawi colel goo ɗon suɓta kaa e moɗa har harde	13	unknown
waxal_asr_5871717c49bf468d88e59850dba8c47d	data/fulfulde_run/audio/waxal_asr_5871717c49bf468d88e59850dba8c47d.wav	3.06	55.69	0.73	huucan kadi, a huucan ?	huucan kadi a huucan	4	unknown
waxal_asr_97a548a60b7a4bad98afbae9f9256c8c	data/fulfulde_run/audio/waxal_asr_97a548a60b7a4bad98afbae9f9256c8c.wav	9.331	33.08	0.92	Pucci baaba maako sappo, o wii baaba maako rufana ɗi galaaji ɗi mbaala nyaamgo, rufani ɗi galaaji ɗi mbaali nyaamgo.	pucci baaba maako sappo o wii baaba maako rufana ɗi galaaji ɗi mbaala nyaamgo rufani ɗi galaaji ɗi mbaali nyaamgo	20	unknown
waxal_asr_54562c50ddee41f2aab61c81b57de37b	data/fulfulde_run/audio/waxal_asr_54562c50ddee41f2aab61c81b57de37b.wav	7.918	43.5	0.87	o yaadi bee puccu maako maapinndiiwu puru ɓalwa-koppi ɗum, kanko boo o yaadi.	o yaadi bee puccu maako maapinndiiwu puru ɓalwa-koppi ɗum kanko boo o yaadi	13	unknown
waxal_asr_489c17e13b2e4c1795e75068a248434c	data/fulfulde_run/audio/waxal_asr_489c17e13b2e4c1795e75068a248434c.wav	6.307	38.87	0.91	Yowwaa! suy poolel goo dilli haa jawmu baali kadi ɗon yima.	yowwaa suy poolel goo dilli haa jawmu baali kadi ɗon yima	11	unknown
waxal_asr_e9688fd98e1f482dbe582baf67cd15df	data/fulfulde_run/audio/waxal_asr_e9688fd98e1f482dbe582baf67cd15df.wav	5.001	34.64	0.9	o wii : na’i baaba am ɗuuɗɗi mi hokki ma, o wii : mi yiɗaa.	o wii na i baaba am ɗuuɗɗi mi hokki ma o wii mi yiɗaa	14	unknown
waxal_asr_b44fed3cc7fb405cab93e26a2e2c431f	data/fulfulde_run/audio/waxal_asr_b44fed3cc7fb405cab93e26a2e2c431f.wav	4.556	52.62	0.78	yoo ladde Alla ɗon jaɓani mi nyippataa?	yoo ladde alla ɗon jaɓani mi nyippataa	7	unknown
waxal_asr_f2071571b35d404f8f88a50b8d55bfbd	data/fulfulde_run/audio/waxal_asr_f2071571b35d404f8f88a50b8d55bfbd.wav	3.577	40.12	0.9	Kadi boo nii, o tokki o wardi ɓe pat.	kadi boo nii o tokki o wardi ɓe pat	9	unknown
waxal_asr_1028746fd0d94d4780f2f49f0dc0e520	data/fulfulde_run/audio/waxal_asr_1028746fd0d94d4780f2f49f0dc0e520.wav	9.361	41.93	0.83	Laamɗo kadi, a wii no yoo a yiɗaa debbo on, naa a semti laamɗo, laari ndaynuɗa mo naa?	laamɗo kadi a wii no yoo a yiɗaa debbo on naa a semti laamɗo laari ndaynuɗa mo naa	18	unknown
waxal_asr_63db935740a24d4fbea85bca6e7b3f41	data/fulfulde_run/audio/waxal_asr_63db935740a24d4fbea85bca6e7b3f41.wav	3.203	51.08	0.83	ooho waɗugo beembal ban nii;	ooho waɗugo beembal ban nii	5	unknown
waxal_asr_d6a27d91832e42dc81542f5f820fa16f	data/fulfulde_run/audio/waxal_asr_d6a27d91832e42dc81542f5f820fa16f.wav	5.086	52.26	0.6	goni ma weli; goni gooyngol bela;	goni ma weli goni gooyngol bela	6	unknown
waxal_asr_ef9e6036ad3a437ca4fdc7de1221d7c3	data/fulfulde_run/audio/waxal_asr_ef9e6036ad3a437ca4fdc7de1221d7c3.wav	7.8	48.51	0.7	puru ɓalwa-koppi arta timmina, ɗi timmina, nden luttuɗi timmintaa.	puru ɓalwa-koppi arta timmina ɗi timmina nden luttuɗi timmintaa	9	unknown
waxal_asr_f31c23aa62884d38887e704e9121d6e3	data/fulfulde_run/audio/waxal_asr_f31c23aa62884d38887e704e9121d6e3.wav	6.667	33.6	0.91	yaadikko am hokkimmi dumo wii mi yaha mi mooroyo haa mututu gojoowa ;	yaadikko am hokkimmi dumo wii mi yaha mi mooroyo haa mututu gojoowa	12	unknown
waxal_asr_b494712b1dcb486f9ba903823b2477b6	data/fulfulde_run/audio/waxal_asr_b494712b1dcb486f9ba903823b2477b6.wav	5.222	41.36	0.88	Kadi boo o lorti haa gorko goo, o wii : fahin hokkam anndal.	kadi boo o lorti haa gorko goo o wii fahin hokkam anndal	12	unknown
waxal_asr_69b7a98f321b4151a908f64267f0470a	data/fulfulde_run/audio/waxal_asr_69b7a98f321b4151a908f64267f0470a.wav	2.782	53.69	0.73	ɗon ɗon njaalnoomi nde.	ɗon ɗon njaalnoomi nde	4	unknown
waxal_asr_16958a0598c34976b349ea49affd9502	data/fulfulde_run/audio/waxal_asr_16958a0598c34976b349ea49affd9502.wav	7.136	47.05	0.86	Noorwa jey ɗofti mo goo, lori kadi haa jawmum’en, yehi non ɓe mbii mo yoo :	noorwa jey ɗofti mo goo lori kadi haa jawmum en yehi non ɓe mbii mo yoo	16	unknown
waxal_asr_58a917a35ba74b82b57fc615877cc504	data/fulfulde_run/audio/waxal_asr_58a917a35ba74b82b57fc615877cc504.wav	12.622	46.56	0.79	Kanko boo laamɗo hooci mo, ɓe mba’’ini mo, yehi seekani mo wuro, fattude, seekani wuro nii, adda boo laamɗo ɓaŋi ɗum.	kanko boo laamɗo hooci mo ɓe mba ini mo yehi seekani mo wuro fattude seekani wuro nii adda boo laamɗo ɓaŋi ɗum	22	unknown
waxal_asr_35066d80c3d54bc484dfafd8aa7f9a8a	data/fulfulde_run/audio/waxal_asr_35066d80c3d54bc484dfafd8aa7f9a8a.wav	3.525	29.96	0.93	Amma saakinde bee baaba saakinde muuɗum.	amma saakinde bee baaba saakinde muuɗum	6	unknown
waxal_asr_27b448ca19014773911228c2ecddd6ef	data/fulfulde_run/audio/waxal_asr_27b448ca19014773911228c2ecddd6ef.wav	7.685	49.97	0.8	Jam, daada warti, roonti, o sali roontugo ɗum, e to keɓɗaa oo boo?	jam daada warti roonti o sali roontugo ɗum e to keɓɗaa oo boo	13	unknown
waxal_asr_14c525e8838e436abd3f2d7ca8c042e5	data/fulfulde_run/audio/waxal_asr_14c525e8838e436abd3f2d7ca8c042e5.wav	2.979	53.22	0.73	gurguyuu guyyuutu;	gurguyuu guyyuutu	2	unknown
waxal_asr_d6581746933a4e1fa4875d2e2bac1136	data/fulfulde_run/audio/waxal_asr_d6581746933a4e1fa4875d2e2bac1136.wav	14.82	49.67	0.7	O ɓorni limce worɓeeje o yaadi kadi, to a hoocaay ndilluɗen fuu, ɓe nanngete haa ɓe ɓaŋe ɗon, o wii yoo : booɗɗum.	o ɓorni limce worɓeeje o yaadi kadi to a hoocaay ndilluɗen fuu ɓe nanngete haa ɓe ɓaŋe ɗon o wii yoo booɗɗum	22	unknown
waxal_asr_58bf6c25770747618fdccfe139caac5e	data/fulfulde_run/audio/waxal_asr_58bf6c25770747618fdccfe139caac5e.wav	2.357	48.63	0.82	subbanammi jaarel;	subbanammi jaarel	2	unknown
waxal_asr_cbe7d90b00244b5eb2a1eb0fa4a9ab6b	data/fulfulde_run/audio/waxal_asr_cbe7d90b00244b5eb2a1eb0fa4a9ab6b.wav	2.691	45.76	0.82	O wii : hoondu am nduyeeru?	o wii hoondu am nduyeeru	5	unknown
waxal_asr_5ba9b16ee7e44d8ba683ad777177b7e4	data/fulfulde_run/audio/waxal_asr_5ba9b16ee7e44d8ba683ad777177b7e4.wav	22.513	52.17	0.75	Jam o yaali pahanngel ɗon fata, haako takake, timmi, jam : laawam, laawam, to a laawi yam ndottaa mi, to a rotti yam nyaama mi, o laawi o rotti, o nyaami pat, o roonti o jo’’ini kuuje, o ummi maako o dilli,	jam o yaali pahanngel ɗon fata haako takake timmi jam laawam laawam to a laawi yam ndottaa mi to a rotti yam nyaama mi o laawi o rotti o nyaami pat o roonti o jo ini kuuje o ummi maako o dilli	42	unknown
waxal_asr_920edfade71149a5b0f38e2b28460193	data/fulfulde_run/audio/waxal_asr_920edfade71149a5b0f38e2b28460193.wav	4.86	41.47	0.85	Jam, kad doo o yiiwi, o wi’ata : e to ɓinngel am?	jam kad doo o yiiwi o wi ata e to ɓinngel am	12	unknown
waxal_asr_84838519a6a4407c8a357b523745d8f3	data/fulfulde_run/audio/waxal_asr_84838519a6a4407c8a357b523745d8f3.wav	10.978	53.51	0.79	ndaa njaare yam haa jaɓɓi too ɗoo leɗɗe ɗon joorɗe haa mi yaha mi itta, on kuɓɓa yiite bee man on njuɗam mi.	ndaa njaare yam haa jaɓɓi too ɗoo leɗɗe ɗon joorɗe haa mi yaha mi itta on kuɓɓa yiite bee man on njuɗam mi	23	unknown
waxal_asr_3aed387ab4284da9a12899c7e54c5f5c	data/fulfulde_run/audio/waxal_asr_3aed387ab4284da9a12899c7e54c5f5c.wav	11.76	53.71	0.8	Jam, yaadikko wi’ata : ɓiira an maa keɓɗaa sakko ɓiyam, hoo’I dumo hokki ɓiyum : yah mooroya haa mututu gojoowa,	jam yaadikko wi ata ɓiira an maa keɓɗaa sakko ɓiyam hoo i dumo hokki ɓiyum yah mooroya haa mututu gojoowa	20	unknown
waxal_asr_a95d287c6d584e4da261845d4e8f578d	data/fulfulde_run/audio/waxal_asr_a95d287c6d584e4da261845d4e8f578d.wav	2.443	51.76	0.73	fotti e kurma liyel;	fotti e kurma liyel	4	unknown
waxal_asr_64d6f7ebaf4947588f2145b200903f87	data/fulfulde_run/audio/waxal_asr_64d6f7ebaf4947588f2145b200903f87.wav	5.939	48.38	0.83	Derke’en naa a dullu ba iraada nanaroy koy.	derke en naa a dullu ba iraada nanaroy koy	9	unknown
waxal_asr_23a43f3570a3410b92febef3a34cf380	data/fulfulde_run/audio/waxal_asr_23a43f3570a3410b92febef3a34cf380.wav	23.408	51.89	0.79	Jam, har gorko wii mo : dara ɗoo goo, ɓernde maako seki, o anndi, o numi ka kam. O hoo’i jalɓel goo, o sakkini nii laaati duɓɓi o wa’’i, laati duɓɓi juutki o wa’’i, o wa’’i haa yerere duɓɓi o wa’’i o dari, o fiiri dow ton o dari.	jam har gorko wii mo dara ɗoo goo ɓernde maako seki o anndi o numi ka kam o hoo i jalɓel goo o sakkini nii laaati duɓɓi o wa i laati duɓɓi juutki o wa i o wa i haa yerere duɓɓi o wa i o dari o fiiri dow ton o dari	53	unknown
waxal_asr_7e7ef8cf99284bec91c7e44f7093aa40	data/fulfulde_run/audio/waxal_asr_7e7ef8cf99284bec91c7e44f7093aa40.wav	2.995	48.53	0.84	nyawu Alla mi saalitinan naa?	nyawu alla mi saalitinan naa	5	unknown
waxal_asr_e7dcebf61b7148ceafacf56503715507	data/fulfulde_run/audio/waxal_asr_e7dcebf61b7148ceafacf56503715507.wav	2.968	49.47	0.61	Jam, ngol timmi.	jam ngol timmi	3	unknown
waxal_asr_8a6a0f96aa1f4a8ea039d373ac643f55	data/fulfulde_run/audio/waxal_asr_8a6a0f96aa1f4a8ea039d373ac643f55.wav	6.01	45.55	0.88	haa goɗɗo amin nasta kadi boo, jonta kam min kultori goɗɗo nasta.	haa goɗɗo amin nasta kadi boo jonta kam min kultori goɗɗo nasta	12	unknown
waxal_asr_ffa114bc72fa460389ee884efadfda6e	data/fulfulde_run/audio/waxal_asr_ffa114bc72fa460389ee884efadfda6e.wav	11.473	46.64	0.85	jam, nden laamɗo wii : hannde kam, Fatuma Ndoonya woodi e ɓuutimmi e danngo ɗoo, wari laarani yam naa;	jam nden laamɗo wii hannde kam fatuma ndoonya woodi e ɓuutimmi e danngo ɗoo wari laarani yam naa	18	unknown
waxal_asr_791a1e5605b2461fbcbf6897acbe3719	data/fulfulde_run/audio/waxal_asr_791a1e5605b2461fbcbf6897acbe3719.wav	11.94	49.98	0.66	O wii : en cenndirtaa, o efti maayɗo o tokkake ɓe, o yehi o wallini dammuɗe baaba maɓɓe.	o wii en cenndirtaa o efti maayɗo o tokkake ɓe o yehi o wallini dammuɗe baaba maɓɓe	17	unknown
waxal_asr_69e7ba5e9ded403c9fee677095325a4f	data/fulfulde_run/audio/waxal_asr_69e7ba5e9ded403c9fee677095325a4f.wav	3.848	35.31	0.91	Jam, o wasi gaɗa suudu o uwi leggal.	jam o wasi gaɗa suudu o uwi leggal	8	unknown
waxal_asr_cff5c108d85b4e498373677ff4a12822	data/fulfulde_run/audio/waxal_asr_cff5c108d85b4e498373677ff4a12822.wav	8.419	35.06	0.87	Deerɗiiko goo o ɗofti ɗum o lorake o tawi weendu ɗon heewi ndiyam daneejam tal, o wii :	deerɗiiko goo o ɗofti ɗum o lorake o tawi weendu ɗon heewi ndiyam daneejam tal o wii	17	unknown
waxal_asr_ac7dbfc6f34e4605897875b4b2bb21b8	data/fulfulde_run/audio/waxal_asr_ac7dbfc6f34e4605897875b4b2bb21b8.wav	14.298	47.76	0.78	no ngiɗɗa mi waɗa yaadikko, o wii : miin kam walaa ko ngiɗmi ngaɗa mo, sey tufa mo yitere, ngurtiniraa mo guunduwal o dilla.	no ngiɗɗa mi waɗa yaadikko o wii miin kam walaa ko ngiɗmi ngaɗa mo sey tufa mo yitere ngurtiniraa mo guunduwal o dilla	23	unknown
waxal_asr_e60a140c2dc540819c52d8d262f091de	data/fulfulde_run/audio/waxal_asr_e60a140c2dc540819c52d8d262f091de.wav	13.779	51.38	0.79	O yehi haa saare Ibrahim boo, o tawi Ibiraahim maayi ɓe ɗon ngaɗa dabare haa ɓe uwa mo, gorgi maako en ɗon keewi suudu.	o yehi haa saare ibrahim boo o tawi ibiraahim maayi ɓe ɗon ngaɗa dabare haa ɓe uwa mo gorgi maako en ɗon keewi suudu	24	unknown
waxal_asr_af599ecb9f1d4ea6979e2ee61b767c6d	data/fulfulde_run/audio/waxal_asr_af599ecb9f1d4ea6979e2ee61b767c6d.wav	5.197	47.3	0.85	woliinde gooyngol bilaa. woliinde gooyngol bilaa.	woliinde gooyngol bilaa woliinde gooyngol bilaa	6	unknown
waxal_asr_e06e220921fd45b7983d711a62645f4f	data/fulfulde_run/audio/waxal_asr_e06e220921fd45b7983d711a62645f4f.wav	12.143	49.71	0.72	Ɓinngel goo mawni, o wii walaa ɓaŋanɗo mo sil laamɗo, ngel ɓadataako yiite, laamɗo wii ɓaŋan.	ɓinngel goo mawni o wii walaa ɓaŋanɗo mo sil laamɗo ngel ɓadataako yiite laamɗo wii ɓaŋan	16	unknown
waxal_asr_0c65e5ca7cbc4fbc894aa6a8cf53dff4	data/fulfulde_run/audio/waxal_asr_0c65e5ca7cbc4fbc894aa6a8cf53dff4.wav	10.474	44.42	0.75	Uhm? Gorko wii : miin kam doŋle ɗiɗi tappan maami maɓɓoode tataɓal kam mi anndaa moy waddi.	uhm gorko wii miin kam doŋle ɗiɗi tappan maami maɓɓoode tataɓal kam mi anndaa moy waddi	16	unknown
waxal_asr_100090d9366f4998a86758e9680a8c78	data/fulfulde_run/audio/waxal_asr_100090d9366f4998a86758e9680a8c78.wav	6.826	29.57	0.95	Adda goo ɗon dogga, ɗon dogga, ɗon dogga, ɗon dogga non, yehi yolli tawi jiire ɗon sanynya.	adda goo ɗon dogga ɗon dogga ɗon dogga ɗon dogga non yehi yolli tawi jiire ɗon sanynya	17	unknown
waxal_asr_f7a52e1108d3474e8e80134de0de2514	data/fulfulde_run/audio/waxal_asr_f7a52e1108d3474e8e80134de0de2514.wav	4.56	49.52	0.72	Ndiyam boo ɗon nder ton, ɓe mbi’a mo : siwaa,	ndiyam boo ɗon nder ton ɓe mbi a mo siwaa	10	unknown
waxal_asr_cf2ded1467164ef08908f7622d453028	data/fulfulde_run/audio/waxal_asr_cf2ded1467164ef08908f7622d453028.wav	10.071	50.54	0.76	O wii yoo : naa maayɗo goo o yaari nde woore o jaɓi too goo, o wari haa ɗoo boo o jaɓa hunnde.	o wii yoo naa maayɗo goo o yaari nde woore o jaɓi too goo o wari haa ɗoo boo o jaɓa hunnde	22	unknown
waxal_asr_79613528422b4e5eaf60f07773dbdd08	data/fulfulde_run/audio/waxal_asr_79613528422b4e5eaf60f07773dbdd08.wav	3.438	45.85	0.91	goɗɗo nasti haa humpito wurtaaki;	goɗɗo nasti haa humpito wurtaaki	5	unknown
waxal_asr_cce6eedbd37b4104ba56dca1f66d946c	data/fulfulde_run/audio/waxal_asr_cce6eedbd37b4104ba56dca1f66d946c.wav	8.771	40.53	0.87	Jam, nyaamuri’en goo, nde faɓɓi goo, ɓe mbi’ata mo yoo : Hamman ta’i hoondu ma min ndaara naa?	jam nyaamuri en goo nde faɓɓi goo ɓe mbi ata mo yoo hamman ta i hoondu ma min ndaara naa	20	unknown
waxal_asr_7931fdbc21304d57ac3915af0187a487	data/fulfulde_run/audio/waxal_asr_7931fdbc21304d57ac3915af0187a487.wav	11.61	42.31	0.85	Sammboyel goo ummi yehi wi’ata laamɗo yoo : ii! Daada wii yoo ndokka ɗum luwal rawaandu haa waatira leeɓol gertooɗe.	sammboyel goo ummi yehi wi ata laamɗo yoo ii daada wii yoo ndokka ɗum luwal rawaandu haa waatira leeɓol gertooɗe	20	unknown
waxal_asr_887ee857f8974025823cc57f6dcb10ac	data/fulfulde_run/audio/waxal_asr_887ee857f8974025823cc57f6dcb10ac.wav	2.171	45.7	0.67	Keɗe, keɗe naa?	keɗe keɗe naa	3	unknown
waxal_asr_1428a9fe435f4ffebf86bca29d7f6ee4	data/fulfulde_run/audio/waxal_asr_1428a9fe435f4ffebf86bca29d7f6ee4.wav	14.16	49.43	0.81	Gorko goo wii : kadi boo dow ndawrawa ma, o wii : ooho, o hokki gorko goo dawrawol fahin, lutti dawrawol maako gootol.	gorko goo wii kadi boo dow ndawrawa ma o wii ooho o hokki gorko goo dawrawol fahin lutti dawrawol maako gootol	21	unknown
waxal_asr_d837d40ae3054230992843d020041927	data/fulfulde_run/audio/waxal_asr_d837d40ae3054230992843d020041927.wav	3.48	50.38	0.78	A yaraay fuu ƴama Damseere naa?	a yaraay fuu ƴama damseere naa	6	unknown
waxal_asr_c2dcaeebc72d46df947512bb6c93c1bf	data/fulfulde_run/audio/waxal_asr_c2dcaeebc72d46df947512bb6c93c1bf.wav	2.25	53.19	0.59	Ooho, too;	ooho too	2	unknown
waxal_asr_eac03767eec444f0876372dda6831d88	data/fulfulde_run/audio/waxal_asr_eac03767eec444f0876372dda6831d88.wav	19.645	49.72	0.83	Nga ummi nga ɗon harka non goo, koy njehi koy mbaaloyi koy ɗaanake, o wi’ata ɓinngel goo : umma to a tawi ban naane goo ngara, to a tawi suudu ɗon mbalwa boo, dippitaa wicco gaaji ngara;	nga ummi nga ɗon harka non goo koy njehi koy mbaaloyi koy ɗaanake o wi ata ɓinngel goo umma to a tawi ban naane goo ngara to a tawi suudu ɗon mbalwa boo dippitaa wicco gaaji ngara	37	unknown
waxal_asr_7eb65b40d23f426191d49eb96f26795c	data/fulfulde_run/audio/waxal_asr_7eb65b40d23f426191d49eb96f26795c.wav	10.538	51.98	0.75	Nde kon kawti kon ndilli kon tawoyi ɓunndu baaɗi, gootel wii yoo too, moy nastata kadi?	nde kon kawti kon ndilli kon tawoyi ɓunndu baaɗi gootel wii yoo too moy nastata kadi	16	unknown
waxal_asr_bd9ee33fd3074845a51404b0454244ff	data/fulfulde_run/audio/waxal_asr_bd9ee33fd3074845a51404b0454244ff.wav	8.22	46.53	0.8	Ayyee sinaa laamɗo yiɗi riwgo yam nii, wi’a mi mooɓtana ɗum leeɓol gertooɗe;	ayyee sinaa laamɗo yiɗi riwgo yam nii wi a mi mooɓtana ɗum leeɓol gertooɗe	14	unknown
